amfi_code,CAGR_1Y,CAGR_3Y,CAGR_5Y
100016,-2.224270997710287,1.292649342495622,
100025,3.704968580461343,3.9163899571040384,
100033,53.23239623092084,32.442459421956116,
101206,47.92412023860102,28.96769452874166,
101207,-23.986031710270627,-4.152381044854481,
101208,7.23664530138024,6.315784491375509,
102885,20.207703983094838,19.66726206830185,
102886,-16.797480944407305,-0.7674063178547241,
102887,13.5831349444816,25.556187904126524,
118632,33.9810484550213,22.652359830098632,
118633,25.539980483954096,21.08997654925684,
118634,15.811221971300938,8.007927728656083,
118635,22.493224932249344,20.00820838047148,
118636,10.454939683040276,4.062205023777143,
119092,1.6091186722522632,0.5258871209757432,
119093,19.7667410165155,20.816771175535862,
119094,22.261065131342207,35.11180209642853,
119095,-42.797614558854406,-11.705806723995272,
119120,5.5219955107626895,5.840358798463097,
119551,60.43734071403091,30.456524420302888,
119552,5.706100044974027,16.267372294624916,
119598,82.77605861507405,26.66992200118774,
119599,13.947803355189968,-1.337386614488112,
120503,8.489081269294418,13.978381933703044,
120504,13.064279264417976,32.48742855621496,
120505,29.604659337893647,31.777537151234704,
120506,41.81904829701364,18.421996537444542,
120507,7.42505077613469,7.394286300360076,
120841,16.837098075385626,17.26727508371786,
120842,22.50195657587366,7.756003551327284,
120843,26.657081760850154,29.58277033726251,
120844,7.120323042122512,6.695971624586994,
125497,28.67535802656873,18.434488610520173,
125498,15.443720834451845,11.245222866621418,
148567,20.360678307711865,34.00091602163293,
148568,14.269394138778924,14.748035533586012,
148569,39.75176148971702,29.178901578393777,
149322,18.11115252275146,18.04420648663614,
149323,21.481222193726257,26.869990828902203,
149324,65.13871892998797,27.000426614519245,
