amfi_code,Benchmark,Tracking_Error
148567,NIFTY50,0.1918676648926601
148567,NIFTY100,0.18797377271500346
120505,NIFTY50,0.22844691726310182
120505,NIFTY100,0.23266121743560642
120843,NIFTY50,0.2050669957189741
120843,NIFTY100,0.2065396753798915
100033,NIFTY50,0.22822178498228363
100033,NIFTY100,0.22497628643795547
120504,NIFTY50,0.18821141286440052
120504,NIFTY100,0.18729903509098159
