date,nav_historical,nav_api,difference
2015-07-08,32.7031,32.7031,0.0
2015-07-09,32.7345,32.7345,0.0
2015-07-10,32.8467,32.8467,0.0
2015-07-13,32.901,32.901,0.0
2015-07-14,32.7785,32.7785,0.0
2015-07-15,33.0081,33.0081,0.0
2015-07-16,33.357,33.357,0.0
2015-07-17,33.3724,33.3724,0.0
2015-07-20,33.5203,33.5203,0.0
2015-07-21,33.0264,33.0264,0.0
2015-07-22,33.1968,33.1968,0.0
2015-07-23,33.5174,33.5174,0.0
2015-07-24,33.1976,33.1976,0.0
2015-07-27,33.1625,33.1625,0.0
2015-07-28,33.0327,33.0327,0.0
2015-07-29,33.1365,33.1365,0.0
2015-07-30,33.2022,33.2022,0.0
2015-07-31,33.6861,33.6861,0.0
2015-08-03,33.884,33.884,0.0
2015-08-04,34.1317,34.1317,0.0
2015-08-05,34.118,34.118,0.0
2015-08-06,33.7245,33.7245,0.0
2015-08-07,33.7308,33.7308,0.0
2015-08-10,33.7575,33.7575,0.0
2015-08-11,33.3291,33.3291,0.0
2015-08-12,32.7984,32.7984,0.0
2015-08-13,32.6931,32.6931,0.0
2015-08-14,33.1547,33.1547,0.0
2015-08-17,33.3263,33.3263,0.0
2015-08-18,33.6383,33.6383,0.0
2015-08-19,33.8543,33.8543,0.0
2015-08-20,33.2221,33.2221,0.0
2015-08-21,33.1377,33.1377,0.0
2015-08-24,31.2426,31.2426,0.0
2015-08-25,31.1813,31.1813,0.0
2015-08-26,31.2456,31.2456,0.0
2015-08-27,32.1993,32.1993,0.0
2015-08-28,32.0768,32.0768,0.0
2015-08-31,31.9757,31.9757,0.0
2015-09-01,31.4028,31.4028,0.0
2015-09-02,31.3571,31.3571,0.0
2015-09-03,31.5572,31.5572,0.0
2015-09-04,31.2791,31.2791,0.0
2015-09-07,30.8824,30.8824,0.0
2015-09-08,30.8088,30.8088,0.0
2015-09-09,31.1685,31.1685,0.0
2015-09-10,31.2459,31.2459,0.0
2015-09-11,31.3747,31.3747,0.0
2015-09-14,31.638,31.638,0.0
2015-09-15,31.5174,31.5174,0.0
2015-09-16,31.4122,31.4122,0.0
2015-09-18,31.7435,31.7435,0.0
2015-09-21,31.8795,31.8795,0.0
2015-09-22,31.6014,31.6014,0.0
2015-09-23,31.6956,31.6956,0.0
2015-09-24,31.6004,31.6004,0.0
2015-09-28,31.6127,31.6127,0.0
2015-09-29,31.5525,31.5525,0.0
2015-09-30,31.9449,31.9449,0.0
2015-10-01,32.0303,32.0303,0.0
2015-10-05,32.4891,32.4891,0.0
2015-10-06,32.4971,32.4971,0.0
2015-10-07,32.6458,32.6458,0.0
2015-10-08,32.787,32.787,0.0
2015-10-09,32.8509,32.8509,0.0
2015-10-12,32.7741,32.7741,0.0
2015-10-13,32.8369,32.8369,0.0
2015-10-14,32.851,32.851,0.0
2015-10-15,33.0744,33.0744,0.0
2015-10-16,33.1072,33.1072,0.0
2015-10-19,33.3166,33.3166,0.0
2015-10-20,33.5605,33.5605,0.0
2015-10-21,33.6267,33.6267,0.0
2015-10-23,33.5274,33.5274,0.0
2015-10-26,33.2641,33.2641,0.0
2015-10-27,33.4053,33.4053,0.0
2015-10-28,33.3372,33.3372,0.0
2015-10-29,33.2373,33.2373,0.0
2015-10-30,33.1814,33.1814,0.0
2015-11-02,32.949,32.949,0.0
2015-11-03,33.328,33.328,0.0
2015-11-04,33.2605,33.2605,0.0
2015-11-05,32.938,32.938,0.0
2015-11-06,32.6837,32.6837,0.0
2015-11-09,33.0826,33.0826,0.0
2015-11-10,32.8783,32.8783,0.0
2015-11-13,32.8994,32.8994,0.0
2015-11-16,32.8399,32.8399,0.0
2015-11-17,33.142,33.142,0.0
2015-11-18,32.7862,32.7862,0.0
2015-11-19,33.2648,33.2648,0.0
2015-11-20,33.4842,33.4842,0.0
2015-11-23,33.6307,33.6307,0.0
2015-11-24,33.4978,33.4978,0.0
2015-11-26,33.4275,33.4275,0.0
2015-11-27,33.5568,33.5568,0.0
2015-11-30,33.5197,33.5197,0.0
2015-12-01,33.5186,33.5186,0.0
2015-12-02,33.8327,33.8327,0.0
2015-12-03,33.7975,33.7975,0.0
2015-12-04,33.694,33.694,0.0
2015-12-07,33.6603,33.6603,0.0
2015-12-08,33.2944,33.2944,0.0
2015-12-09,32.871,32.871,0.0
2015-12-10,33.2474,33.2474,0.0
2015-12-11,33.0682,33.0682,0.0
2015-12-14,33.0979,33.0979,0.0
2015-12-15,33.3962,33.3962,0.0
2015-12-16,33.3913,33.3913,0.0
2015-12-17,34.0463,34.0463,0.0
2015-12-18,33.9321,33.9321,0.0
2015-12-21,34.167,34.167,0.0
2015-12-22,34.2195,34.2195,0.0
2015-12-23,34.4628,34.4628,0.0
2015-12-24,34.6924,34.6924,0.0
2015-12-28,34.9675,34.9675,0.0
2015-12-29,35.1231,35.1231,0.0
2015-12-30,35.4189,35.4189,0.0
2015-12-31,35.7192,35.7192,0.0
2016-01-01,36.0391,36.0391,0.0
2016-01-04,35.7424,35.7424,0.0
2016-01-05,35.9544,35.9544,0.0
2016-01-06,35.5722,35.5722,0.0
2016-01-07,34.6033,34.6033,0.0
2016-01-08,35.1548,35.1548,0.0
2016-01-11,35.1181,35.1181,0.0
2016-01-12,34.5143,34.5143,0.0
2016-01-13,33.9198,33.9198,0.0
2016-01-14,33.6342,33.6342,0.0
2016-01-15,32.8379,32.8379,0.0
2016-01-18,31.6702,31.6702,0.0
2016-01-19,31.9417,31.9417,0.0
2016-01-20,31.3699,31.3699,0.0
2016-01-21,31.4128,31.4128,0.0
2016-01-22,32.1795,32.1795,0.0
2016-01-25,32.3429,32.3429,0.0
2016-01-27,32.3767,32.3767,0.0
2016-01-28,32.3849,32.3849,0.0
2016-01-29,32.5066,32.5066,0.0
2016-02-01,32.6827,32.6827,0.0
2016-02-02,32.579,32.579,0.0
2016-02-03,32.1505,32.1505,0.0
2016-02-04,32.0113,32.0113,0.0
2016-02-05,32.187,32.187,0.0
2016-02-08,32.1441,32.1441,0.0
2016-02-09,32.0579,32.0579,0.0
2016-02-10,31.6489,31.6489,0.0
2016-02-11,30.4832,30.4832,0.0
2016-02-12,30.1716,30.1716,0.0
2016-02-15,31.0517,31.0517,0.0
2016-02-16,30.4216,30.4216,0.0
2016-02-17,30.7027,30.7027,0.0
2016-02-18,31.0755,31.0755,0.0
2016-02-19,31.1002,31.1002,0.0
2016-02-22,31.016,31.016,0.0
2016-02-23,30.6836,30.6836,0.0
2016-02-24,30.265,30.265,0.0
2016-02-25,30.24,30.24,0.0
2016-02-26,29.9406,29.9406,0.0
2016-02-29,29.7635,29.7635,0.0
2016-03-01,30.5287,30.5287,0.0
2016-03-02,30.9607,30.9607,0.0
2016-03-03,31.1097,31.1097,0.0
2016-03-04,31.114,31.114,0.0
2016-03-08,31.0575,31.0575,0.0
2016-03-09,31.0997,31.0997,0.0
2016-03-10,31.0779,31.0779,0.0
2016-03-11,31.0885,31.0885,0.0
2016-03-14,31.3364,31.3364,0.0
2016-03-15,31.1758,31.1758,0.0
2016-03-16,31.2445,31.2445,0.0
2016-03-17,31.3309,31.3309,0.0
2016-03-18,31.5504,31.5504,0.0
2016-03-21,31.9899,31.9899,0.0
2016-03-22,31.8682,31.8682,0.0
2016-03-23,32.2192,32.2192,0.0
2016-03-28,31.8759,31.8759,0.0
2016-03-29,31.9445,31.9445,0.0
2016-03-30,32.3132,32.3132,0.0
2016-03-31,32.3614,32.3614,0.0
2016-04-01,32.6099,32.6099,0.0
2016-04-04,33.112,33.112,0.0
2016-04-05,32.9295,32.9295,0.0
2016-04-06,33.2317,33.2317,0.0
2016-04-07,33.0194,33.0194,0.0
2016-04-08,33.065,33.065,0.0
2016-04-11,33.3875,33.3875,0.0
2016-04-12,33.512,33.512,0.0
2016-04-13,33.7693,33.7693,0.0
2016-04-18,34.1922,34.1922,0.0
2016-04-20,34.2725,34.2725,0.0
2016-04-21,34.1677,34.1677,0.0
2016-04-22,34.001,34.001,0.0
2016-04-25,33.9629,33.9629,0.0
2016-04-26,34.1453,34.1453,0.0
2016-04-27,34.3437,34.3437,0.0
2016-04-28,34.1016,34.1016,0.0
2016-04-29,34.1348,34.1348,0.0
2016-05-02,34.0495,34.0495,0.0
2016-05-03,34.0306,34.0306,0.0
2016-05-04,33.7226,33.7226,0.0
2016-05-05,33.9939,33.9939,0.0
2016-05-06,33.8769,33.8769,0.0
2016-05-09,34.0572,34.0572,0.0
2016-05-10,33.8602,33.8602,0.0
2016-05-11,33.9502,33.9502,0.0
2016-05-12,34.334,34.334,0.0
2016-05-13,34.2819,34.2819,0.0
2016-05-16,34.214,34.214,0.0
2016-05-17,34.2682,34.2682,0.0
2016-05-18,34.3194,34.3194,0.0
2016-05-19,33.8355,33.8355,0.0
2016-05-20,33.6161,33.6161,0.0
2016-05-23,33.6583,33.6583,0.0
2016-05-24,33.416,33.416,0.0
2016-05-25,33.6057,33.6057,0.0
2016-05-26,33.5544,33.5544,0.0
2016-05-27,33.7237,33.7237,0.0
2016-05-30,33.8423,33.8423,0.0
2016-05-31,33.7683,33.7683,0.0
2016-06-01,33.793,33.793,0.0
2016-06-02,33.9535,33.9535,0.0
2016-06-03,33.8652,33.8652,0.0
2016-06-06,34.0559,34.0559,0.0
2016-06-07,34.4547,34.4547,0.0
2016-06-08,34.5334,34.5334,0.0
2016-06-09,34.2408,34.2408,0.0
2016-06-10,34.345,34.345,0.0
2016-06-13,34.1257,34.1257,0.0
2016-06-14,34.0845,34.0845,0.0
2016-06-15,34.3849,34.3849,0.0
2016-06-16,34.26,34.26,0.0
2016-06-17,34.405,34.405,0.0
2016-06-20,34.2823,34.2823,0.0
2016-06-21,34.2368,34.2368,0.0
2016-06-22,34.2584,34.2584,0.0
2016-06-23,34.2001,34.2001,0.0
2016-06-24,33.9007,33.9007,0.0
2016-06-27,34.2331,34.2331,0.0
2016-06-28,34.5703,34.5703,0.0
2016-06-29,35.1004,35.1004,0.0
2016-06-30,35.2551,35.2551,0.0
2016-07-01,35.3909,35.3909,0.0
2016-07-04,35.5248,35.5248,0.0
2016-07-05,35.5532,35.5532,0.0
2016-07-07,35.6973,35.6973,0.0
2016-07-08,35.747,35.747,0.0
2016-07-11,35.8859,35.8859,0.0
2016-07-12,35.7695,35.7695,0.0
2016-07-13,35.8112,35.8112,0.0
2016-07-14,36.3687,36.3687,0.0
2016-07-15,36.3821,36.3821,0.0
2016-07-18,36.3078,36.3078,0.0
2016-07-19,36.1272,36.1272,0.0
2016-07-20,36.5005,36.5005,0.0
2016-07-21,36.5193,36.5193,0.0
2016-07-22,36.6433,36.6433,0.0
2016-07-25,36.9769,36.9769,0.0
2016-07-26,36.7347,36.7347,0.0
2016-07-27,36.4712,36.4712,0.0
2016-07-28,36.7219,36.7219,0.0
2016-07-29,36.8836,36.8836,0.0
2016-08-01,36.5024,36.5024,0.0
2016-08-02,36.3876,36.3876,0.0
2016-08-03,35.9656,35.9656,0.0
2016-08-04,36.1689,36.1689,0.0
2016-08-05,36.4669,36.4669,0.0
2016-08-08,36.5398,36.5398,0.0
2016-08-09,36.3094,36.3094,0.0
2016-08-10,35.939,35.939,0.0
2016-08-11,35.9288,35.9288,0.0
2016-08-12,36.0147,36.0147,0.0
2016-08-16,35.9908,35.9908,0.0
2016-08-17,36.3047,36.3047,0.0
2016-08-18,36.6979,36.6979,0.0
2016-08-19,36.761,36.761,0.0
2016-08-22,36.7581,36.7581,0.0
2016-08-23,36.8134,36.8134,0.0
2016-08-24,37.0685,37.0685,0.0
2016-08-25,37.1465,37.1465,0.0
2016-08-26,37.145,37.145,0.0
2016-08-29,37.3338,37.3338,0.0
2016-08-30,37.8232,37.8232,0.0
2016-08-31,37.9673,37.9673,0.0
2016-09-01,37.547,37.547,0.0
2016-09-02,37.7261,37.7261,0.0
2016-09-06,37.9713,37.9713,0.0
2016-09-07,37.7765,37.7765,0.0
2016-09-08,38.0072,38.0072,0.0
2016-09-09,37.8889,37.8889,0.0
2016-09-12,37.1323,37.1323,0.0
2016-09-14,37.4695,37.4695,0.0
2016-09-15,37.5655,37.5655,0.0
2016-09-16,37.5474,37.5474,0.0
2016-09-19,37.7317,37.7317,0.0
2016-09-20,37.8995,37.8995,0.0
2016-09-21,37.8895,37.8895,0.0
2016-09-22,38.4994,38.4994,0.0
2016-09-23,38.6335,38.6335,0.0
2016-09-26,38.5512,38.5512,0.0
2016-09-27,38.6536,38.6536,0.0
2016-09-28,38.8645,38.8645,0.0
2016-09-29,37.6457,37.6457,0.0
2016-09-30,38.6634,38.6634,0.0
2016-10-03,39.4262,39.4262,0.0
2016-10-04,39.6324,39.6324,0.0
2016-10-05,39.9987,39.9987,0.0
2016-10-06,39.8451,39.8451,0.0
2016-10-07,40.2223,40.2223,0.0
2016-10-10,40.4711,40.4711,0.0
2016-10-13,39.7037,39.7037,0.0
2016-10-14,39.9726,39.9726,0.0
2016-10-17,39.6723,39.6723,0.0
2016-10-18,40.0062,40.0062,0.0
2016-10-19,40.2299,40.2299,0.0
2016-10-20,40.2785,40.2785,0.0
2016-10-21,40.0949,40.0949,0.0
2016-10-24,40.4993,40.4993,0.0
2016-10-25,40.6786,40.6786,0.0
2016-10-26,40.5044,40.5044,0.0
2016-10-27,40.588,40.588,0.0
2016-10-28,41.0564,41.0564,0.0
2016-11-01,41.6575,41.6575,0.0
2016-11-02,41.034,41.034,0.0
2016-11-03,40.5851,40.5851,0.0
2016-11-04,39.8044,39.8044,0.0
2016-11-07,40.3143,40.3143,0.0
2016-11-08,40.2973,40.2973,0.0
2016-11-09,39.7184,39.7184,0.0
2016-11-10,40.372,40.372,0.0
2016-11-11,39.2286,39.2286,0.0
2016-11-15,37.2816,37.2816,0.0
2016-11-16,37.2673,37.2673,0.0
2016-11-17,37.079,37.079,0.0
2016-11-18,37.4444,37.4444,0.0
2016-11-21,36.0161,36.0161,0.0
2016-11-22,36.3454,36.3454,0.0
2016-11-23,36.6964,36.6964,0.0
2016-11-24,36.8274,36.8274,0.0
2016-11-25,37.3075,37.3075,0.0
2016-11-28,37.784,37.784,0.0
2016-11-29,37.9466,37.9466,0.0
2016-11-30,38.2132,38.2132,0.0
2016-12-01,38.1715,38.1715,0.0
2016-12-02,37.6241,37.6241,0.0
2016-12-05,37.5993,37.5993,0.0
2016-12-06,37.4778,37.4778,0.0
2016-12-07,37.3837,37.3837,0.0
2016-12-08,37.6893,37.6893,0.0
2016-12-09,37.7144,37.7144,0.0
2016-12-12,37.4765,37.4765,0.0
2016-12-13,37.6478,37.6478,0.0
2016-12-14,37.2921,37.2921,0.0
2016-12-15,37.1506,37.1506,0.0
2016-12-16,37.1271,37.1271,0.0
2016-12-19,36.945,36.945,0.0
2016-12-20,36.545,36.545,0.0
2016-12-21,36.5384,36.5384,0.0
2016-12-22,36.1526,36.1526,0.0
2016-12-23,36.2255,36.2255,0.0
2016-12-26,35.6034,35.6034,0.0
2016-12-27,35.8987,35.8987,0.0
2016-12-28,36.0955,36.0955,0.0
2016-12-29,36.3282,36.3282,0.0
2016-12-30,36.6631,36.6631,0.0
2017-01-02,36.945,36.945,0.0
2017-01-03,37.2804,37.2804,0.0
2017-01-04,37.3559,37.3559,0.0
2017-01-05,37.6091,37.6091,0.0
2017-01-06,37.6588,37.6588,0.0
2017-01-09,37.8471,37.8471,0.0
2017-01-10,38.0179,38.0179,0.0
2017-01-11,38.2558,38.2558,0.0
2017-01-12,38.1337,38.1337,0.0
2017-01-13,38.1845,38.1845,0.0
2017-01-16,38.3745,38.3745,0.0
2017-01-17,38.5511,38.5511,0.0
2017-01-18,38.8508,38.8508,0.0
2017-01-19,38.9791,38.9791,0.0
2017-01-20,38.6106,38.6106,0.0
2017-01-23,38.7686,38.7686,0.0
2017-01-24,39.1981,39.1981,0.0
2017-01-25,39.3139,39.3139,0.0
2017-01-27,39.5765,39.5765,0.0
2017-01-30,39.3144,39.3144,0.0
2017-01-31,39.1862,39.1862,0.0
2017-02-01,39.5325,39.5325,0.0
2017-02-02,39.6138,39.6138,0.0
2017-02-03,40.3205,40.3205,0.0
2017-02-06,40.7207,40.7207,0.0
2017-02-07,40.9243,40.9243,0.0
2017-02-08,40.9586,40.9586,0.0
2017-02-09,40.9909,40.9909,0.0
2017-02-10,41.2994,41.2994,0.0
2017-02-13,41.2657,41.2657,0.0
2017-02-14,41.0917,41.0917,0.0
2017-02-15,40.3628,40.3628,0.0
2017-02-16,40.8238,40.8238,0.0
2017-02-17,40.8373,40.8373,0.0
2017-02-20,41.1251,41.1251,0.0
2017-02-21,41.2254,41.2254,0.0
2017-02-22,40.9946,40.9946,0.0
2017-02-23,41.03,41.03,0.0
2017-02-27,40.7685,40.7685,0.0
2017-02-28,40.9008,40.9008,0.0
2017-03-01,41.2422,41.2422,0.0
2017-03-02,40.7713,40.7713,0.0
2017-03-03,40.9417,40.9417,0.0
2017-03-06,40.9656,40.9656,0.0
2017-03-07,41.0703,41.0703,0.0
2017-03-08,41.0006,41.0006,0.0
2017-03-09,41.0732,41.0732,0.0
2017-03-10,40.9816,40.9816,0.0
2017-03-14,41.304,41.304,0.0
2017-03-15,41.3027,41.3027,0.0
2017-03-16,41.8189,41.8189,0.0
2017-03-17,41.9777,41.9777,0.0
2017-03-20,42.24,42.24,0.0
2017-03-21,42.1456,42.1456,0.0
2017-03-22,42.0026,42.0026,0.0
2017-03-23,42.1719,42.1719,0.0
2017-03-24,42.2284,42.2284,0.0
2017-03-27,42.2659,42.2659,0.0
2017-03-28,42.3497,42.3497,0.0
2017-03-29,42.3573,42.3573,0.0
2017-03-30,42.691,42.691,0.0
2017-03-31,42.7884,42.7884,0.0
2017-04-03,43.2863,43.2863,0.0
2017-04-05,44.5942,44.5942,0.0
2017-04-06,44.6978,44.6978,0.0
2017-04-07,44.3425,44.3425,0.0
2017-04-10,44.7075,44.7075,0.0
2017-04-11,45.0113,45.0113,0.0
2017-04-12,44.8462,44.8462,0.0
2017-04-13,44.78,44.78,0.0
2017-04-17,44.9619,44.9619,0.0
2017-04-18,44.5612,44.5612,0.0
2017-04-19,44.6032,44.6032,0.0
2017-04-20,45.0012,45.0012,0.0
2017-04-21,44.9958,44.9958,0.0
2017-04-24,45.2712,45.2712,0.0
2017-04-25,45.2974,45.2974,0.0
2017-04-26,44.6934,44.6934,0.0
2017-04-27,44.964,44.964,0.0
2017-04-28,44.9968,44.9968,0.0
2017-05-02,44.8776,44.8776,0.0
2017-05-03,44.8741,44.8741,0.0
2017-05-04,45.0697,45.0697,0.0
2017-05-05,44.9503,44.9503,0.0
2017-05-08,45.2513,45.2513,0.0
2017-05-09,45.4696,45.4696,0.0
2017-05-10,45.8331,45.8331,0.0
2017-05-11,45.5728,45.5728,0.0
2017-05-12,45.1186,45.1186,0.0
2017-05-15,45.6024,45.6024,0.0
2017-05-16,45.686,45.686,0.0
2017-05-17,45.8048,45.8048,0.0
2017-05-18,45.5892,45.5892,0.0
2017-05-19,45.2431,45.2431,0.0
2017-05-22,44.866,44.866,0.0
2017-05-23,44.0249,44.0249,0.0
2017-05-24,43.3484,43.3484,0.0
2017-05-25,44.2257,44.2257,0.0
2017-05-26,44.8599,44.8599,0.0
2017-05-29,44.4295,44.4295,0.0
2017-05-30,44.2141,44.2141,0.0
2017-05-31,44.5677,44.5677,0.0
2017-06-01,44.592,44.592,0.0
2017-06-02,44.8693,44.8693,0.0
2017-06-05,45.12,45.12,0.0
2017-06-06,44.8932,44.8932,0.0
2017-06-07,45.2229,45.2229,0.0
2017-06-08,45.3666,45.3666,0.0
2017-06-09,45.3998,45.3998,0.0
2017-06-12,45.6426,45.6426,0.0
2017-06-13,45.76,45.76,0.0
2017-06-14,45.7899,45.7899,0.0
2017-06-15,46.1215,46.1215,0.0
2017-06-16,46.2799,46.2799,0.0
2017-06-19,46.4924,46.4924,0.0
2017-06-20,46.6247,46.6247,0.0
2017-06-21,46.8016,46.8016,0.0
2017-06-22,46.9542,46.9542,0.0
2017-06-23,46.4126,46.4126,0.0
2017-06-27,46.0949,46.0949,0.0
2017-06-28,45.7199,45.7199,0.0
2017-06-29,46.1769,46.1769,0.0
2017-06-30,46.3484,46.3484,0.0
2017-07-03,47.0864,47.0864,0.0
2017-07-04,47.3041,47.3041,0.0
2017-07-05,47.6057,47.6057,0.0
2017-07-06,47.6048,47.6048,0.0
2017-07-07,47.6689,47.6689,0.0
2017-07-10,47.7571,47.7571,0.0
2017-07-11,47.8999,47.8999,0.0
2017-07-12,47.981,47.981,0.0
2017-07-13,48.2403,48.2403,0.0
2017-07-14,47.7904,47.7904,0.0
2017-07-17,47.97,47.97,0.0
2017-07-18,47.9429,47.9429,0.0
2017-07-19,48.2322,48.2322,0.0
2017-07-20,48.4308,48.4308,0.0
2017-07-21,48.2629,48.2629,0.0
2017-07-24,48.2489,48.2489,0.0
2017-07-25,48.2663,48.2663,0.0
2017-07-26,48.4663,48.4663,0.0
2017-07-27,48.1589,48.1589,0.0
2017-07-28,48.5811,48.5811,0.0
2017-07-31,48.6537,48.6537,0.0
2017-08-01,48.8185,48.8185,0.0
2017-08-02,48.434,48.434,0.0
2017-08-03,48.0355,48.0355,0.0
2017-08-04,48.1507,48.1507,0.0
2017-08-07,48.5716,48.5716,0.0
2017-08-08,48.14,48.14,0.0
2017-08-09,47.6533,47.6533,0.0
2017-08-10,46.6004,46.6004,0.0
2017-08-11,46.9331,46.9331,0.0
2017-08-14,47.737,47.737,0.0
2017-08-16,48.3225,48.3225,0.0
2017-08-17,48.7034,48.7034,0.0
2017-08-18,48.3833,48.3833,0.0
2017-08-21,47.7179,47.7179,0.0
2017-08-22,47.9154,47.9154,0.0
2017-08-23,48.1917,48.1917,0.0
2017-08-24,48.248,48.248,0.0
2017-08-28,48.5392,48.5392,0.0
2017-08-29,48.1384,48.1384,0.0
2017-08-30,48.4861,48.4861,0.0
2017-08-31,49.1482,49.1482,0.0
2017-09-01,49.6448,49.6448,0.0
2017-09-04,49.5888,49.5888,0.0
2017-09-05,50.0883,50.0883,0.0
2017-09-06,50.2949,50.2949,0.0
2017-09-07,50.479,50.479,0.0
2017-09-08,50.5481,50.5481,0.0
2017-09-11,50.7696,50.7696,0.0
2017-09-12,51.0852,51.0852,0.0
2017-09-13,50.6965,50.6965,0.0
2017-09-14,51.3182,51.3182,0.0
2017-09-15,51.7518,51.7518,0.0
2017-09-18,52.3804,52.3804,0.0
2017-09-19,52.9686,52.9686,0.0
2017-09-20,53.3602,53.3602,0.0
2017-09-21,53.3041,53.3041,0.0
2017-09-22,51.5995,51.5995,0.0
2017-09-25,51.0501,51.0501,0.0
2017-09-26,51.6784,51.6784,0.0
2017-09-27,50.832,50.832,0.0
2017-09-28,51.2362,51.2362,0.0
2017-09-29,51.961,51.961,0.0
2017-10-03,52.3213,52.3213,0.0
2017-10-04,53.2395,53.2395,0.0
2017-10-05,53.4476,53.4476,0.0
2017-10-06,53.8125,53.8125,0.0
2017-10-09,53.9716,53.9716,0.0
2017-10-10,54.358,54.358,0.0
2017-10-11,53.678,53.678,0.0
2017-10-12,53.9971,53.9971,0.0
2017-10-13,54.1717,54.1717,0.0
2017-10-16,54.2114,54.2114,0.0
2017-10-17,54.5388,54.5388,0.0
2017-10-18,54.4244,54.4244,0.0
2017-10-23,54.3424,54.3424,0.0
2017-10-24,54.5146,54.5146,0.0
2017-10-25,53.9848,53.9848,0.0
2017-10-26,54.1288,54.1288,0.0
2017-10-27,54.5232,54.5232,0.0
2017-10-30,55.0944,55.0944,0.0
2017-10-31,55.4171,55.4171,0.0
2017-11-01,55.8753,55.8753,0.0
2017-11-02,56.6875,56.6875,0.0
2017-11-03,57.5792,57.5792,0.0
2017-11-06,57.8698,57.8698,0.0
2017-11-07,57.5758,57.5758,0.0
2017-11-08,57.2373,57.2373,0.0
2017-11-09,58.0804,58.0804,0.0
2017-11-10,57.7898,57.7898,0.0
2017-11-13,57.8186,57.8186,0.0
2017-11-14,57.9063,57.9063,0.0
2017-11-15,57.2689,57.2689,0.0
2017-11-16,58.0829,58.0829,0.0
2017-11-17,58.6486,58.6486,0.0
2017-11-20,59.2067,59.2067,0.0
2017-11-21,59.6667,59.6667,0.0
2017-11-22,60.0691,60.0691,0.0
2017-11-23,60.5408,60.5408,0.0
2017-11-24,61.0875,61.0875,0.0
2017-11-27,61.2762,61.2762,0.0
2017-11-28,61.8321,61.8321,0.0
2017-11-29,61.933,61.933,0.0
2017-11-30,61.9529,61.9529,0.0
2017-12-01,61.4989,61.4989,0.0
2017-12-04,61.3177,61.3177,0.0
2017-12-05,61.5105,61.5105,0.0
2017-12-06,61.4633,61.4633,0.0
2017-12-07,61.9916,61.9916,0.0
2017-12-08,62.8436,62.8436,0.0
2017-12-11,63.6318,63.6318,0.0
2017-12-12,63.3879,63.3879,0.0
2017-12-13,62.8065,62.8065,0.0
2017-12-14,62.7841,62.7841,0.0
2017-12-15,63.3238,63.3238,0.0
2017-12-18,63.8694,63.8694,0.0
2017-12-19,65.2296,65.2296,0.0
2017-12-20,65.8782,65.8782,0.0
2017-12-21,66.4699,66.4699,0.0
2017-12-22,66.208,66.208,0.0
2017-12-26,66.0961,66.0961,0.0
2017-12-27,66.0456,66.0456,0.0
2017-12-28,66.3183,66.3183,0.0
2017-12-29,66.1565,66.1565,0.0
2018-01-01,66.1953,66.1953,0.0
2018-01-02,65.5915,65.5915,0.0
2018-01-03,67.0627,67.0627,0.0
2018-01-04,67.8023,67.8023,0.0
2018-01-05,68.8684,68.8684,0.0
2018-01-08,69.0661,69.0661,0.0
2018-01-09,68.6975,68.6975,0.0
2018-01-10,68.6873,68.6873,0.0
2018-01-11,68.7927,68.7927,0.0
2018-01-12,68.8466,68.8466,0.0
2018-01-15,69.0392,69.0392,0.0
2018-01-16,67.6438,67.6438,0.0
2018-01-17,67.8071,67.8071,0.0
2018-01-18,66.4689,66.4689,0.0
2018-01-19,67.0254,67.0254,0.0
2018-01-22,67.6775,67.6775,0.0
2018-01-23,67.2381,67.2381,0.0
2018-01-24,66.4519,66.4519,0.0
2018-01-25,65.9743,65.9743,0.0
2018-01-29,65.4636,65.4636,0.0
2018-01-30,65.2116,65.2116,0.0
2018-01-31,64.872,64.872,0.0
2018-02-01,64.6604,64.6604,0.0
2018-02-02,62.5129,62.5129,0.0
2018-02-05,62.5391,62.5391,0.0
2018-02-06,61.0687,61.0687,0.0
2018-02-07,62.36,62.36,0.0
2018-02-08,63.7076,63.7076,0.0
2018-02-09,63.9351,63.9351,0.0
2018-02-12,64.4738,64.4738,0.0
2018-02-14,64.5707,64.5707,0.0
2018-02-15,63.6826,63.6826,0.0
2018-02-16,62.6723,62.6723,0.0
2018-02-19,61.7037,61.7037,0.0
2018-02-20,61.855,61.855,0.0
2018-02-21,61.8416,61.8416,0.0
2018-02-22,61.7289,61.7289,0.0
2018-02-23,62.211,62.211,0.0
2018-02-26,62.7988,62.7988,0.0
2018-02-27,62.4806,62.4806,0.0
2018-02-28,62.2774,62.2774,0.0
2018-03-01,62.2116,62.2116,0.0
2018-03-05,61.4179,61.4179,0.0
2018-03-06,60.7648,60.7648,0.0
2018-03-07,59.7924,59.7924,0.0
2018-03-08,59.6107,59.6107,0.0
2018-03-09,59.6427,59.6427,0.0
2018-03-12,59.9923,59.9923,0.0
2018-03-13,60.5853,60.5853,0.0
2018-03-14,60.3817,60.3817,0.0
2018-03-15,60.6964,60.6964,0.0
2018-03-16,60.1759,60.1759,0.0
2018-03-19,59.1931,59.1931,0.0
2018-03-20,59.0942,59.0942,0.0
2018-03-21,59.2581,59.2581,0.0
2018-03-22,58.3845,58.3845,0.0
2018-03-23,57.8792,57.8792,0.0
2018-03-26,58.3483,58.3483,0.0
2018-03-27,58.7848,58.7848,0.0
2018-03-28,58.0969,58.0969,0.0
